Object ID,Medium,Image file,Width,Height,Product size,Aspect ratio,Split
1315,silver,1315.jpg,1524,2000,3048000,0.762,train
1316,silver,1316.jpg,1531,2000,3062000,0.7655,train
1317,silver,1317.jpg,1423,1940,2760620,0.7335051546391752,train
1318,silver,1318.jpg,1526,1939,2958914,0.7870036101083032,train
1321,silver,1321.jpg,1500,2000,3000000,0.75,train
1322,silver,1322.jpg,1500,2000,3000000,0.75,train
1327,silver,1327.jpg,2000,2000,4000000,1.0,train
1328,silver,1328.jpg,2000,2000,4000000,1.0,train
1329,silver,1329.jpg,1519,2000,3038000,0.7595,train
1330,silver,1330.jpg,1549,2000,3098000,0.7745,train
1339,silver,1339.jpg,1643,2000,3286000,0.8215,train
1340,silver,1340.jpg,1643,2000,3286000,0.8215,train
1358,silver,1358.jpg,1972,2576,5079872,0.7655279503105591,train
1398,silver,1398.jpg,1896,1896,3594816,1.0,train
1399,silver,1399.jpg,2920,3894,11370480,0.7498715973292245,train
1461,silver,1461.jpg,2000,2000,4000000,1.0,train
1462,silver,1462.jpg,2000,2000,4000000,1.0,train
1463,silver,1463.jpg,2000,2000,4000000,1.0,train
1465,silver,1465.jpg,2000,2000,4000000,1.0,train
1466,silver,1466.jpg,2000,2000,4000000,1.0,train
1467,silver,1467.jpg,2000,2000,4000000,1.0,train
1468,silver,1468.jpg,2000,2000,4000000,1.0,train
1469,silver,1469.jpg,2000,2000,4000000,1.0,train
1470,silver,1470.jpg,2000,2000,4000000,1.0,train
1471,silver,1471.jpg,2000,2000,4000000,1.0,train
1472,silver,1472.jpg,2000,2000,4000000,1.0,train
1473,silver,1473.jpg,2000,2000,4000000,1.0,train
1475,silver,1475.jpg,2000,2000,4000000,1.0,train
1476,silver,1476.jpg,2000,2000,4000000,1.0,train
1479,silver,1479.jpg,2000,2000,4000000,1.0,train
1480,silver,1480.jpg,2000,2000,4000000,1.0,train
1481,silver,1481.jpg,2000,2000,4000000,1.0,train
1486,silver,1486.jpg,2000,2000,4000000,1.0,train
1535,silver,1535.jpg,2000,1500,3000000,1.3333333333333333,train
1536,silver,1536.jpg,2000,1500,3000000,1.3333333333333333,train
1537,silver,1537.jpg,4000,3000,12000000,1.3333333333333333,train
1548,silver,1548.jpg,3480,3960,13780800,0.8787878787878788,train
2049,silver,2049.jpg,2000,2000,4000000,1.0,train
2056,silver,2056.jpg,1989,2457,4886973,0.8095238095238095,train
2057,silver,2057.jpg,1742,2314,4030988,0.7528089887640449,train
2059,silver,2059.jpg,1576,2000,3152000,0.7879999999999999,train
2126,silver,2126.jpg,1076,1628,1751728,0.6609336609336609,train
2135,silver,2135.jpg,1483,2000,2966000,0.7415,train
2136,silver,2136.jpg,2000,2000,4000000,1.0,train
2137,silver,2137.jpg,1522,2000,3044000,0.7609999999999999,train
2138,silver,2138.jpg,2275,1807,4110925,1.2589928057553956,train
2139,silver,2139.jpg,1461,1947,2844567,0.7503852080123267,train
2144,silver,2144.jpg,1500,2000,3000000,0.75,train
2146,silver,2146.jpg,3007,4000,12028000,0.75175,train
2150,silver,2150.jpg,1821,2000,3642000,0.9105,train
2152,silver,2152.jpg,1461,1947,2844567,0.7503852080123267,train
2182,silver,2182.jpg,2000,2000,4000000,1.0,train
2217,silver,2217.jpg,1977,2445,4833765,0.8085889570552147,train
2290,silver,2290.jpg,1911,2392,4571112,0.7989130434782609,train
2301,silver,2301.jpg,1500,2000,3000000,0.75,train
2306,silver,2306.jpg,2042,2484,5072328,0.822061191626409,train
2309,silver,2309.jpg,2978,3722,11084116,0.800107469102633,train
2319,silver,2319.jpg,2484,2042,5072328,1.216454456415279,train
2321,silver,2321.jpg,1500,2000,3000000,0.75,train
2327,silver,2327.jpg,1500,2000,3000000,0.75,train
2334,silver,2334.jpg,2000,1500,3000000,1.3333333333333333,train
2354,silver,2354.jpg,2000,2000,4000000,1.0,train
2384,silver,2384.jpg,4000,3000,12000000,1.3333333333333333,train
2424,silver,2424.jpg,3149,4000,12596000,0.78725,train
2438,silver,2438.jpg,1947,1460,2842620,1.3335616438356164,train
2439,silver,2439.jpg,2000,1500,3000000,1.3333333333333333,train
2477,silver,2477.jpg,2000,2000,4000000,1.0,train
2504,silver,2504.jpg,1434,2000,2868000,0.7170000000000001,train
2519,silver,2519.jpg,1468,1004,1473872,1.4621513944223108,train
2521,silver,2521.jpg,1977,2445,4833765,0.8085889570552147,train
2522,silver,2522.jpg,1846,2250,4153500,0.8204444444444444,train
2524,silver,2524.jpg,1581,2000,3162000,0.7905,train
2525,silver,2525.jpg,2730,2042,5574660,1.33692458374143,train
2528,silver,2528.jpg,1461,1947,2844567,0.7503852080123267,train
2537,silver,2537.jpg,2730,2042,5574660,1.33692458374143,train
2585,silver,2585.jpg,1092,1624,1773408,0.6724137931034483,train
2651,silver,2651.jpg,1500,2000,3000000,0.75,train
2652,silver,2652.jpg,2000,1500,3000000,1.3333333333333333,train
2655,silver,2655.jpg,2000,1500,3000000,1.3333333333333333,train
2657,silver,2657.jpg,1947,1460,2842620,1.3335616438356164,train
2658,silver,2658.jpg,2000,1500,3000000,1.3333333333333333,train
2659,silver,2659.jpg,2000,1500,3000000,1.3333333333333333,train
2660,silver,2660.jpg,2000,1500,3000000,1.3333333333333333,train
2668,silver,2668.jpg,1500,2000,3000000,0.75,train
2669,silver,2669.jpg,1837,2000,3674000,0.9185,train
2671,silver,2671.jpg,2000,1500,3000000,1.3333333333333333,train
2672,silver,2672.jpg,1646,2000,3292000,0.823,train
2673,silver,2673.jpg,1500,2000,3000000,0.75,train
2674,silver,2674.jpg,1500,2000,3000000,0.75,train
2683,silver,2683.jpg,2000,1500,3000000,1.3333333333333333,train
2689,silver,2689.jpg,1500,2000,3000000,0.75,train
2692,silver,2692.jpg,3001,4000,12004000,0.75025,train
2697,silver,2697.jpg,2000,1500,3000000,1.3333333333333333,train
2700,silver,2700.jpg,1500,2000,3000000,0.75,train
2704,silver,2704.jpg,1500,2000,3000000,0.75,train
2708,silver,2708.jpg,2448,3264,7990272,0.75,train
2713,silver,2713.jpg,1560,2000,3120000,0.78,train
2715,silver,2715.jpg,1859,2276,4231084,0.8167838312829525,train
2716,silver,2716.jpg,1977,2457,4857489,0.8046398046398047,train
2718,silver,2718.jpg,4000,2180,8720000,1.834862385321101,train
2719,silver,2719.jpg,1859,2276,4231084,0.8167838312829525,train
2720,silver,2720.jpg,2276,1859,4231084,1.2243141473910704,train
2721,silver,2721.jpg,1859,2276,4231084,0.8167838312829525,train
2722,silver,2722.jpg,1000,1464,1464000,0.6830601092896175,train
2723,silver,2723.jpg,1859,2276,4231084,0.8167838312829525,train
2724,silver,2724.jpg,1859,2276,4231084,0.8167838312829525,train
2726,silver,2726.jpg,1462,1937,2831894,0.7547754259163655,train
2727,silver,2727.jpg,2445,1977,4833765,1.2367223065250381,train
2728,silver,2728.jpg,3791,3792,14375472,0.9997362869198312,train
2730,silver,2730.jpg,1859,2276,4231084,0.8167838312829525,train
2731,silver,2731.jpg,2730,2042,5574660,1.33692458374143,train
2747,silver,2747.jpg,1500,2000,3000000,0.75,train
2748,silver,2748.jpg,1500,2000,3000000,0.75,train
2749,silver,2749.jpg,1500,2000,3000000,0.75,train
2785,silver,2785.jpg,2000,2000,4000000,1.0,train
2786,silver,2786.jpg,2000,2000,4000000,1.0,train
2787,silver,2787.jpg,2000,2000,4000000,1.0,train
2788,silver,2788.jpg,2000,2000,4000000,1.0,train
2789,silver,2789.jpg,2000,2000,4000000,1.0,train
2790,silver,2790.jpg,2000,2000,4000000,1.0,train
2794,silver,2794.jpg,2000,2000,4000000,1.0,train
3059,silver,3059.jpg,2392,1911,4571112,1.2517006802721091,train
3061,silver,3061.jpg,4000,1718,6872000,2.328288707799768,train
3087,silver,3087.jpg,2978,3722,11084116,0.800107469102633,train
3164,silver,3164.jpg,2730,2042,5574660,1.33692458374143,train
3166,silver,3166.jpg,2189,891,1950399,2.45679012345679,train
3293,silver,3293.jpg,2000,1500,3000000,1.3333333333333333,train
3303,silver,3303.jpg,2000,1500,3000000,1.3333333333333333,train
3304,silver,3304.jpg,2000,1500,3000000,1.3333333333333333,train
3346,silver,3346.jpg,2000,1429,2858000,1.3995801259622114,train
3401,silver,3401.jpg,2000,2000,4000000,1.0,train
3412,silver,3412.jpg,2445,1977,4833765,1.2367223065250381,train
3413,silver,3413.jpg,828,2296,1901088,0.3606271777003484,train
3691,silver,3691.jpg,2757,4000,11028000,0.68925,train
3799,silver,3799.jpg,1105,3722,4112810,0.2968833960236432,train
3860,silver,3860.jpg,2000,1173,2346000,1.7050298380221651,train
3861,silver,3861.jpg,2249,1587,3569163,1.4171392564587268,train
3862,silver,3862.jpg,2159,1587,3426333,1.3604284814114682,train
4095,silver,4095.jpg,2000,2000,4000000,1.0,train
4096,silver,4096.jpg,2000,2000,4000000,1.0,train
4127,silver,4127.jpg,2000,2000,4000000,1.0,train
4128,silver,4128.jpg,2000,2000,4000000,1.0,train
4129,silver,4129.jpg,2000,2000,4000000,1.0,train
4130,silver,4130.jpg,2000,2000,4000000,1.0,train
4131,silver,4131.jpg,2000,2000,4000000,1.0,train
4132,silver,4132.jpg,2000,2000,4000000,1.0,train
4396,silver,4396.jpg,1084,1620,1756080,0.6691358024691358,train
4398,silver,4398.jpg,1004,1476,1481904,0.6802168021680217,train
4399,silver,4399.jpg,1846,2250,4153500,0.8204444444444444,train
4407,silver,4407.jpg,1461,1947,2844567,0.7503852080123267,train
4433,silver,4433.jpg,4000,3000,12000000,1.3333333333333333,train
4453,silver,4453.jpg,1911,2392,4571112,0.7989130434782609,train
4582,silver,4582.jpg,1807,2275,4110925,0.7942857142857143,train
4596,silver,4596.jpg,2015,2483,5003245,0.8115183246073299,train
4606,silver,4606.jpg,2484,2042,5072328,1.216454456415279,train
4607,silver,4607.jpg,2484,2042,5072328,1.216454456415279,train
4608,silver,4608.jpg,2484,2042,5072328,1.216454456415279,train
4609,silver,4609.jpg,2484,2042,5072328,1.216454456415279,train
4610,silver,4610.jpg,1270,1990,2527300,0.6381909547738693,train
4611,silver,4611.jpg,1270,1990,2527300,0.6381909547738693,train
4612,silver,4612.jpg,1220,1590,1939800,0.7672955974842768,train
4613,silver,4613.jpg,2042,2484,5072328,0.822061191626409,train
4618,silver,4618.jpg,1989,2457,4886973,0.8095238095238095,train
4619,silver,4619.jpg,1989,2457,4886973,0.8095238095238095,train
4657,silver,4657.jpg,2000,1500,3000000,1.3333333333333333,train
4658,silver,4658.jpg,2000,1500,3000000,1.3333333333333333,train
4660,silver,4660.jpg,2000,1472,2944000,1.358695652173913,train
4661,silver,4661.jpg,2000,1500,3000000,1.3333333333333333,train
4663,silver,4663.jpg,2000,1500,3000000,1.3333333333333333,train
4664,silver,4664.jpg,2000,1500,3000000,1.3333333333333333,train
4665,silver,4665.jpg,2000,1500,3000000,1.3333333333333333,train
4667,silver,4667.jpg,2000,1500,3000000,1.3333333333333333,train
4669,silver,4669.jpg,2000,1500,3000000,1.3333333333333333,train
4670,silver,4670.jpg,2000,1461,2922000,1.3689253935660506,train
4671,silver,4671.jpg,2000,1481,2962000,1.3504388926401079,train
4672,silver,4672.jpg,2000,1500,3000000,1.3333333333333333,train
4673,silver,4673.jpg,2000,1500,3000000,1.3333333333333333,train
4674,silver,4674.jpg,2000,1500,3000000,1.3333333333333333,train
4677,silver,4677.jpg,2000,1475,2950000,1.3559322033898304,train
4767,silver,4767.jpg,2445,1977,4833765,1.2367223065250381,train
4771,silver,4771.jpg,2000,2000,4000000,1.0,train
4772,silver,4772.jpg,2000,2000,4000000,1.0,train
4830,silver,4830.jpg,2979,4000,11916000,0.74475,train
4832,silver,4832.jpg,3116,4000,12464000,0.779,train
4942,silver,4942.jpg,2978,3722,11084116,0.800107469102633,train
4980,silver,4980.jpg,2211,1612,3564132,1.3715880893300247,train
4986,silver,4986.jpg,1989,2445,4863105,0.8134969325153374,train
5004,silver,5004.jpg,1664,1500,2496000,1.1093333333333333,train
5010,silver,5010.jpg,1373,1330,1826090,1.0323308270676692,train
5043,silver,5043.jpg,2885,2540,7327900,1.1358267716535433,train
5083,silver,5083.jpg,1893,1765,3341145,1.0725212464589235,train
5084,silver,5084.jpg,2353,1833,4313049,1.283687943262411,train
5096,silver,5096.jpg,1893,1801,3409293,1.051082731815658,train
5112,silver,5112.jpg,2256,2480,5594880,0.9096774193548388,train
5130,silver,5130.jpg,925,1212,1121100,0.7632013201320133,train
5131,silver,5131.jpg,829,1131,937599,0.7329796640141468,train
5132,silver,5132.jpg,879,1076,945804,0.8169144981412639,train
5275,silver,5275.jpg,2362,2362,5579044,1.0,train
5296,silver,5296.jpg,2000,2000,4000000,1.0,train
5297,silver,5297.jpg,2000,2000,4000000,1.0,train
5298,silver,5298.jpg,2000,2000,4000000,1.0,train
5315,silver,5315.jpg,2000,2000,4000000,1.0,train
5318,silver,5318.jpg,2000,2000,4000000,1.0,train
5323,silver,5323.jpg,2000,2000,4000000,1.0,train
5325,silver,5325.jpg,2000,2000,4000000,1.0,train
5330,silver,5330.jpg,2000,2000,4000000,1.0,train
5331,silver,5331.jpg,2000,2000,4000000,1.0,train
5332,silver,5332.jpg,2000,2000,4000000,1.0,train
5333,silver,5333.jpg,2000,2000,4000000,1.0,train
5334,silver,5334.jpg,2000,2000,4000000,1.0,train
5335,silver,5335.jpg,2000,2000,4000000,1.0,train
5336,silver,5336.jpg,2000,2000,4000000,1.0,train
5337,silver,5337.jpg,2000,2000,4000000,1.0,train
5338,silver,5338.jpg,2000,2000,4000000,1.0,train
5339,silver,5339.jpg,2000,2000,4000000,1.0,train
5341,silver,5341.jpg,1678,2250,3775500,0.7457777777777778,train
5342,silver,5342.jpg,2000,2000,4000000,1.0,train
5343,silver,5343.jpg,2000,2000,4000000,1.0,train
5344,silver,5344.jpg,2000,2000,4000000,1.0,train
5345,silver,5345.jpg,2000,2000,4000000,1.0,train
5347,silver,5347.jpg,2000,2000,4000000,1.0,train
5349,silver,5349.jpg,2000,2000,4000000,1.0,train
5350,silver,5350.jpg,2000,2000,4000000,1.0,train
5351,silver,5351.jpg,2000,2000,4000000,1.0,train
5353,silver,5353.jpg,2000,2000,4000000,1.0,train
5354,silver,5354.jpg,2000,2000,4000000,1.0,train
5355,silver,5355.jpg,2000,2000,4000000,1.0,train
5356,silver,5356.jpg,2000,2000,4000000,1.0,train
5357,silver,5357.jpg,2000,2000,4000000,1.0,train
5358,silver,5358.jpg,2000,2000,4000000,1.0,train
5361,silver,5361.jpg,2000,2000,4000000,1.0,train
5362,silver,5362.jpg,2000,2000,4000000,1.0,train
5363,silver,5363.jpg,2000,2000,4000000,1.0,train
5364,silver,5364.jpg,2000,2000,4000000,1.0,train
5366,silver,5366.jpg,2000,2000,4000000,1.0,train
5367,silver,5367.jpg,2448,2754,6741792,0.8888888888888888,train
5368,silver,5368.jpg,2000,2000,4000000,1.0,train
5369,silver,5369.jpg,2000,2000,4000000,1.0,train
5372,silver,5372.jpg,2000,2000,4000000,1.0,train
5373,silver,5373.jpg,2000,2000,4000000,1.0,train
5378,silver,5378.jpg,2000,2000,4000000,1.0,train
5398,silver,5398.jpg,4000,3294,13176000,1.214329083181542,train
5511,silver,5511.jpg,2275,1807,4110925,1.2589928057553956,train
5512,silver,5512.jpg,1665,1083,1803195,1.5373961218836565,train
5541,silver,5541.jpg,2000,1500,3000000,1.3333333333333333,train
5542,silver,5542.jpg,2000,1500,3000000,1.3333333333333333,train
5543,silver,5543.jpg,2000,1500,3000000,1.3333333333333333,train
5545,silver,5545.jpg,2000,1500,3000000,1.3333333333333333,train
5546,silver,5546.jpg,1969,2000,3938000,0.9845,train
5585,silver,5585.jpg,2000,2000,4000000,1.0,train
5586,silver,5586.jpg,2000,2000,4000000,1.0,train
5695,silver,5695.jpg,1500,2000,3000000,0.75,train
5696,silver,5696.jpg,1500,2000,3000000,0.75,train
5766,silver,5766.jpg,1911,2392,4571112,0.7989130434782609,train
5790,silver,5790.jpg,2000,2000,4000000,1.0,train
5812,silver,5812.jpg,2000,1500,3000000,1.3333333333333333,train
5813,silver,5813.jpg,1463,2000,2926000,0.7315,train
5817,silver,5817.jpg,2275,1807,4110925,1.2589928057553956,train
5819,silver,5819.jpg,2000,1500,3000000,1.3333333333333333,train
5820,silver,5820.jpg,2000,1500,3000000,1.3333333333333333,train
5821,silver,5821.jpg,1648,2000,3296000,0.8240000000000001,train
5826,silver,5826.jpg,1500,2000,3000000,0.75,train
5837,silver,5837.jpg,1500,2000,3000000,0.75,train
5839,silver,5839.jpg,1500,2000,3000000,0.75,train
5844,silver,5844.jpg,1500,2000,3000000,0.75,train
5875,silver,5875.jpg,2000,1500,3000000,1.3333333333333333,train
5876,silver,5876.jpg,2000,2000,4000000,1.0,train
5877,silver,5877.jpg,1500,2000,3000000,0.75,train
5878,silver,5878.jpg,1500,2000,3000000,0.75,train
6218,silver,6218.jpg,3925,3146,12348050,1.2476160203432929,train
6649,silver,6649.jpg,2000,1500,3000000,1.3333333333333333,train
6650,silver,6650.jpg,2000,1500,3000000,1.3333333333333333,train
6651,silver,6651.jpg,2000,1500,3000000,1.3333333333333333,train
6656,silver,6656.jpg,2000,1500,3000000,1.3333333333333333,train
6661,silver,6661.jpg,2000,2000,4000000,1.0,train
6662,silver,6662.jpg,2000,1500,3000000,1.3333333333333333,train
6663,silver,6663.jpg,3264,2448,7990272,1.3333333333333333,train
6664,silver,6664.jpg,2000,1500,3000000,1.3333333333333333,train
6665,silver,6665.jpg,2000,1500,3000000,1.3333333333333333,train
6666,silver,6666.jpg,2000,1500,3000000,1.3333333333333333,train
6667,silver,6667.jpg,2000,1500,3000000,1.3333333333333333,train
6669,silver,6669.jpg,2000,1500,3000000,1.3333333333333333,train
6671,silver,6671.jpg,2000,1500,3000000,1.3333333333333333,train
6672,silver,6672.jpg,2000,1500,3000000,1.3333333333333333,train
6673,silver,6673.jpg,2000,1500,3000000,1.3333333333333333,train
6674,silver,6674.jpg,2000,1500,3000000,1.3333333333333333,train
6675,silver,6675.jpg,2000,1500,3000000,1.3333333333333333,train
6676,silver,6676.jpg,2000,1500,3000000,1.3333333333333333,train
6677,silver,6677.jpg,2000,1500,3000000,1.3333333333333333,train
6678,silver,6678.jpg,2000,1500,3000000,1.3333333333333333,train
6682,silver,6682.jpg,2000,1500,3000000,1.3333333333333333,train
6683,silver,6683.jpg,2000,1500,3000000,1.3333333333333333,train
6684,silver,6684.jpg,2000,1500,3000000,1.3333333333333333,train
6685,silver,6685.jpg,2000,1500,3000000,1.3333333333333333,train
6686,silver,6686.jpg,2000,1500,3000000,1.3333333333333333,train
6687,silver,6687.jpg,2000,1500,3000000,1.3333333333333333,train
6688,silver,6688.jpg,2000,1500,3000000,1.3333333333333333,train
6689,silver,6689.jpg,2000,1500,3000000,1.3333333333333333,train
6693,silver,6693.jpg,2000,1500,3000000,1.3333333333333333,train
6703,silver,6703.jpg,2000,1500,3000000,1.3333333333333333,train
6704,silver,6704.jpg,2000,1500,3000000,1.3333333333333333,train
6705,silver,6705.jpg,2000,1500,3000000,1.3333333333333333,train
6706,silver,6706.jpg,2000,1500,3000000,1.3333333333333333,train
6707,silver,6707.jpg,2000,1500,3000000,1.3333333333333333,train
6708,silver,6708.jpg,2000,1500,3000000,1.3333333333333333,train
6711,silver,6711.jpg,2000,1500,3000000,1.3333333333333333,train
6712,silver,6712.jpg,2000,1500,3000000,1.3333333333333333,train
6713,silver,6713.jpg,2000,1500,3000000,1.3333333333333333,train
6714,silver,6714.jpg,2000,1500,3000000,1.3333333333333333,train
6715,silver,6715.jpg,2000,1500,3000000,1.3333333333333333,train
6716,silver,6716.jpg,2000,1500,3000000,1.3333333333333333,train
6718,silver,6718.jpg,2000,1500,3000000,1.3333333333333333,train
6719,silver,6719.jpg,2000,1500,3000000,1.3333333333333333,train
6721,silver,6721.jpg,2000,1500,3000000,1.3333333333333333,train
6723,silver,6723.jpg,2000,1500,3000000,1.3333333333333333,train
6724,silver,6724.jpg,2000,1500,3000000,1.3333333333333333,train
6725,silver,6725.jpg,2000,1500,3000000,1.3333333333333333,train
6726,silver,6726.jpg,2000,1500,3000000,1.3333333333333333,train
6727,silver,6727.jpg,3264,2448,7990272,1.3333333333333333,train
6778,silver,6778.jpg,2978,3722,11084116,0.800107469102633,train
6779,silver,6779.jpg,1688,2000,3376000,0.8440000000000001,train
6789,silver,6789.jpg,2000,2000,4000000,1.0,train
6817,silver,6817.jpg,2000,1500,3000000,1.3333333333333333,train
6820,silver,6820.jpg,1759,2000,3518000,0.8795,train
6847,silver,6847.jpg,1172,1836,2151792,0.6383442265795207,train
6951,silver,6951.jpg,1417,1336,1893112,1.06062874251497,train
6952,silver,6952.jpg,1417,1336,1893112,1.06062874251497,train
6953,silver,6953.jpg,2121,1137,2411577,1.865435356200528,train
6954,silver,6954.jpg,2211,1600,3537600,1.381875,train
6955,silver,6955.jpg,2730,2042,5574660,1.33692458374143,train
6957,silver,6957.jpg,3897,3159,12310623,1.2336182336182335,train
6958,silver,6958.jpg,2146,1430,3068780,1.5006993006993008,train
6959,silver,6959.jpg,2146,1430,3068780,1.5006993006993008,train
6961,silver,6961.jpg,1965,1053,2069145,1.8660968660968664,train
6962,silver,6962.jpg,1959,976,1911984,2.007172131147541,train
6963,silver,6963.jpg,1963,952,1868776,2.0619747899159657,train
7052,silver,7052.jpg,1500,2000,3000000,0.75,train
7064,silver,7064.jpg,2000,1500,3000000,1.3333333333333333,train
7066,silver,7066.jpg,2000,1670,3340000,1.1976047904191616,train
7082,silver,7082.jpg,2000,1935,3870000,1.0335917312661498,train
7083,silver,7083.jpg,2000,1975,3950000,1.0126582278481011,train
7088,silver,7088.jpg,2000,1500,3000000,1.3333333333333333,train
7089,silver,7089.jpg,2000,1500,3000000,1.3333333333333333,train
7090,silver,7090.jpg,3264,2176,7102464,1.5,train
7091,silver,7091.jpg,3264,2176,7102464,1.5,train
7092,silver,7092.jpg,2000,1577,3154000,1.2682308180088775,train
7093,silver,7093.jpg,2000,1547,3094000,1.292824822236587,train
7096,silver,7096.jpg,2000,2000,4000000,1.0,train
7097,silver,7097.jpg,1896,1896,3594816,1.0,train
7098,silver,7098.jpg,2000,2000,4000000,1.0,train
7099,silver,7099.jpg,2000,2000,4000000,1.0,train
7100,silver,7100.jpg,2000,2000,4000000,1.0,train
7101,silver,7101.jpg,2000,2000,4000000,1.0,train
7102,silver,7102.jpg,2000,2000,4000000,1.0,train
7103,silver,7103.jpg,2000,2000,4000000,1.0,train
7199,silver,7199.jpg,2000,2000,4000000,1.0,train
7200,silver,7200.jpg,2000,2000,4000000,1.0,train
7201,silver,7201.jpg,2000,2000,4000000,1.0,train
7202,silver,7202.jpg,2000,2000,4000000,1.0,train
7203,silver,7203.jpg,2000,2000,4000000,1.0,train
7204,silver,7204.jpg,1896,1896,3594816,1.0,train
7212,silver,7212.jpg,3811,3049,11619739,1.249918005903575,train
7213,silver,7213.jpg,1896,1896,3594816,1.0,train
7214,silver,7214.jpg,2000,2000,4000000,1.0,train
7215,silver,7215.jpg,2000,2000,4000000,1.0,train
7370,silver,7370.jpg,1643,1293,2124399,1.2706883217324052,train
7371,silver,7371.jpg,1965,1474,2896410,1.3331071913161463,train
7376,silver,7376.jpg,2081,772,1606532,2.69559585492228,train
7377,silver,7377.jpg,3929,2633,10345057,1.4922142043296618,train
7378,silver,7378.jpg,2510,1587,3983370,1.581600504095778,train
7379,silver,7379.jpg,2270,885,2008950,2.564971751412429,train
7381,silver,7381.jpg,1965,1313,2580045,1.4965727341964965,train
7382,silver,7382.jpg,1965,1280,2515200,1.53515625,train
7416,silver,7416.jpg,828,2296,1901088,0.3606271777003484,train
7435,silver,7435.jpg,4000,3644,14576000,1.0976948408342482,train
7436,silver,7436.jpg,3852,3720,14329440,1.035483870967742,train
7437,silver,7437.jpg,3791,3696,14011536,1.0257034632034632,train
7443,silver,7443.jpg,2042,2484,5072328,0.822061191626409,train
7446,silver,7446.jpg,1728,1256,2170368,1.375796178343949,train
7447,silver,7447.jpg,2042,2484,5072328,0.822061191626409,train
7451,silver,7451.jpg,1738,1543,2681734,1.1263771872974724,train
7455,silver,7455.jpg,2484,2042,5072328,1.216454456415279,train
7456,silver,7456.jpg,2484,2042,5072328,1.216454456415279,train
7457,silver,7457.jpg,2484,2042,5072328,1.216454456415279,train
7458,silver,7458.jpg,2484,2042,5072328,1.216454456415279,train
7469,silver,7469.jpg,2042,2484,5072328,0.822061191626409,train
7470,silver,7470.jpg,2042,2484,5072328,0.822061191626409,train
